863,863,23.825243,38.099754
864,863,23.857677,38.007735
865,863,23.87121,37.990196
866,863,23.832364,38.025157
867,863,23.823347,38.052615
870,863,23.881174,37.989821
870,863,23.881174,37.989821
872,863,23.792482,38.093703
874,863,23.827988,38.013991
876,863,23.841108,38.130954
878,863,23.757456,38.102344
879,863,23.857649,38.008147
882,863,23.82247,38.093166
883,863,23.881334,37.989986
884,863,23.810366,38.040065
885,863,23.881258,37.99018
887,863,23.859649,38.023089
888,863,23.853898,38.185008
889,863,23.860397,38.020152
891,863,23.872507,37.995009
892,863,23.880987,38.003856
893,863,23.728876,38.030502
894,863,23.835788,38.059367
895,863,23.834535,37.856955
896,863,23.840882,38.130821
897,863,23.816649,38.10575
898,863,23.78167,37.985496
899,863,23.868063,38.236224
900,863,23.8296,38.103061
901,863,23.921519,37.872573
903,863,23.768501,38.108813
905,863,23.736396,37.969505
906,863,23.765842,37.986671
908,863,23.881075,37.989837
910,863,23.858852,38.007499
912,863,23.824968,38.114108
913,863,23.83155,38.10694
914,863,23.814739,38.105449
915,863,23.784852,38.011226
916,863,23.910442,37.868827
917,863,23.800608,38.078193
920,863,23.817727,38.036933
