863,320,23.801519,38.098701
862,320,23.845289,38.025512
864,320,23.795336,38.017566
865,320,23.765226,37.990542
866,320,23.822412,38.033172
867,320,23.886635,38.006885
869,320,23.816467,38.105223
870,320,23.881193,37.989905
870,320,23.881193,37.989905
872,320,23.768649,38.108821
873,320,23.889469,37.984157
874,320,23.860122,38.01237
875,320,23.829974,38.026801
876,320,23.786263,38.084495
878,320,23.775234,38.09209
879,320,23.977523,38.015461
880,320,23.715013,38.066841
882,320,23.829521,38.117316
883,320,23.861012,38.000411
884,320,23.882572,37.932327
885,320,23.88199,37.990596
887,320,23.861485,38.000183
888,320,23.819273,38.107398
889,320,23.8237,38.112479
891,320,23.786928,38.007637
892,320,23.898281,37.97834
893,320,23.794889,38.09584
894,320,23.839487,38.046745
895,320,23.870529,37.990184
896,320,23.839564,38.051002
897,320,23.837887,38.128131
898,320,23.94154,38.002246
899,320,23.816502,38.08517
900,320,23.841471,38.135265
901,320,23.857956,38.005206
903,320,23.758783,38.104385
904,320,23.769406,38.109248
905,320,23.824642,38.01393
906,320,23.836916,38.029281
908,320,23.889098,37.956729
910,320,23.81235,38.011615
911,320,23.761038,38.09106
912,320,23.808604,38.05815
913,320,23.840804,38.131488
914,320,23.829506,38.118224
915,320,23.852665,38.009116
916,320,23.911617,37.867999
917,320,23.835069,38.122748
918,320,23.768675,38.108776
920,320,23.77894,38.008952
921,320,23.880251,37.9998
