863,79,23.839207,38.130718
862,79,23.8451,38.010478
864,79,23.864657,37.998927
865,79,23.882543,38.00373
866,79,23.881754,37.990466
867,79,23.858234,37.999046
869,79,23.818018,38.088886
870,79,23.822556,38.013743
870,79,23.822556,38.013743
872,79,23.809143,38.08266
873,79,23.884445,38.004314
874,79,23.863517,38.006664
875,79,23.755266,38.047042
876,79,23.747714,38.093352
878,79,23.760252,38.105293
879,79,23.962265,38.164867
880,79,23.709966,38.079574
882,79,23.841053,38.13087
883,79,23.877586,38.003173
884,79,23.838426,38.011565
885,79,23.864902,37.998801
887,79,23.892844,37.957565
888,79,23.839588,38.13161
889,79,23.823705,38.098727
891,79,23.857823,38.004352
892,79,23.930549,37.839252
893,79,23.70896,38.011306
894,79,23.859869,38.022567
895,79,23.876871,37.990951
896,79,23.818539,38.089198
897,79,23.830963,38.118762
898,79,23.856068,38.009475
899,79,23.840984,38.130859
900,79,23.859077,38.03054
901,79,23.75848,38.022224
903,79,23.836279,38.124976
904,79,23.768644,38.108779
905,79,23.875972,37.991634
906,79,23.832886,38.01342
908,79,23.882518,37.985873
910,79,23.827324,38.014015
911,79,23.807325,38.046161
912,79,23.789047,38.089061
913,79,23.805279,38.075602
914,79,23.840681,38.131606
915,79,23.87721,37.990829
916,79,23.889685,37.956828
917,79,23.840727,38.13161
918,79,23.766014,38.10707
920,79,23.857275,38.009391
921,79,23.926663,37.88145
