863,317,23.867105,38.105602
862,317,23.79975,37.822204
864,317,23.790917,38.015449
865,317,23.830435,38.014007
866,317,23.7938,38.004348
867,317,23.885954,38.005626
869,317,23.824097,38.113754
870,317,23.854734,38.008716
870,317,23.854734,38.008716
872,317,23.768657,38.108649
873,317,23.880248,37.988948
874,317,23.856481,38.00883
875,317,23.832733,38.024562
876,317,23.785963,38.084445
878,317,23.768057,38.103286
879,317,23.941489,38.002246
880,317,23.717875,38.05849
882,317,23.83275,38.120586
883,317,23.865193,37.998611
884,317,23.794576,38.001498
885,317,23.965451,38.008613
887,317,23.864584,37.998973
888,317,23.726823,38.026477
889,317,23.82872,38.117263
891,317,23.786869,38.007865
892,317,23.901322,37.976397
893,317,23.791528,38.09196
894,317,23.78589,38.084373
895,317,23.86983,37.990764
896,317,23.89106,38.248729
897,317,23.838606,38.129874
898,317,23.945231,38.003184
899,317,23.815046,38.10411
900,317,23.728064,38.079177
901,317,23.858677,38.002017
903,317,23.760704,38.107715
904,317,23.767783,38.108901
905,317,23.825962,38.01403
906,317,23.836925,38.029292
908,317,23.890608,37.956981
910,317,23.815849,38.012405
911,317,23.762757,38.091331
912,317,23.808683,38.05973
913,317,23.873693,38.227684
914,317,23.815468,38.041487
915,317,23.86001,38.001178
916,317,23.913295,37.867015
917,317,23.829519,38.118167
918,317,23.769914,38.109279
920,317,23.78016,38.010074
921,317,23.881521,37.99306
