863,361,23.809425,38.095114
862,361,23.854721,38.011893
864,361,23.857489,38.009254
865,361,23.887659,38.004149
866,361,23.780361,38.009945
867,361,23.880636,38.003688
869,361,23.828733,38.114765
870,361,23.881692,37.990393
870,361,23.881692,37.990393
872,361,23.762067,38.105563
873,361,23.867881,37.939197
874,361,23.828797,38.027743
875,361,23.813239,38.020412
876,361,23.790964,38.091068
878,361,23.763495,38.105666
879,361,23.891342,38.0046
880,361,23.587501,38.054751
882,361,23.811125,38.099341
883,361,23.76539,37.990478
884,361,23.855875,37.869899
885,361,23.880159,37.989078
887,361,23.858266,38.006541
888,361,23.790912,38.091205
889,361,23.849724,38.040329
891,361,23.785497,38.001796
892,361,23.885431,37.864917
893,361,23.840984,38.131023
894,361,23.808807,38.059123
895,361,23.860042,37.872768
896,361,23.840814,38.065544
897,361,23.807329,38.045638
898,361,23.838423,38.051497
899,361,23.837371,38.140845
900,361,23.836271,38.141513
901,361,23.838307,38.029189
903,361,23.807415,38.107314
904,361,23.768417,38.109199
905,361,23.856119,38.003539
906,361,23.810274,38.01974
908,361,23.89837,38.004638
910,361,23.862583,37.971389
911,361,23.805826,38.100741
912,361,23.84083,38.131289
913,361,23.854854,38.053626
914,361,23.84107,38.130859
915,361,23.836989,38.012458
916,361,23.907478,37.870449
917,361,23.840888,38.130832
918,361,23.769386,38.107646
920,361,23.820043,38.013595
921,361,23.881256,37.990054
